Reference Number,Easting,Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class
920009,441743,444178,9,3-Nov-09,1650,A(M)
920009,441743,444178,9,3-Nov-09,1650,A(M)
920009,441743,444178,9,3-Nov-09,1650,A(M)
920009,441743,444178,9,3-Nov-09,1650,A(M)
931609,434677,438099,2,3-Nov-09,720,A
903709,428763,433286,2,4-Nov-09,1010,Unclassified
903709,428763,433286,2,4-Nov-09,1010,Unclassified
903709,428763,433286,2,4-Nov-09,1010,Unclassified
909409,432162,432913,2,4-Nov-09,1715,Unclassified
909509,432775,435937,3,4-Nov-09,2015,A
912909,424137,430431,2,4-Nov-09,2150,A
912909,424137,430431,2,4-Nov-09,2150,A
925909,431088,434206,5,4-Nov-09,1130,Unclassified
925909,431088,434206,5,4-Nov-09,1130,Unclassified
930509,428824,435226,3,4-Nov-09,933,Unclassified
930509,428824,435226,3,4-Nov-09,933,Unclassified
930509,428824,435226,3,4-Nov-09,933,Unclassified
935009,424995,426933,2,4-Nov-09,1700,Motorway
971909,430079,433879,1,4-Nov-09,730,Unclassified
902209,424469,433641,2,5-Nov-09,1510,B
902209,424469,433641,2,5-Nov-09,1510,B
908909,423185,434298,1,5-Nov-09,1935,Unclassified
909009,425987,427348,1,5-Nov-09,837,B
911409,429695,433797,1,5-Nov-09,1705,Unclassified
913209,436052,444475,1,5-Nov-09,925,Unclassified
913709,432094,438849,1,5-Nov-09,2230,Unclassified
914209,431574,435200,2,5-Nov-09,1130,A
915409,428908,433712,2,5-Nov-09,1825,A
916409,428955,435470,2,5-Nov-09,1740,A
916709,442879,435298,2,5-Nov-09,2125,B
917109,431507,445771,2,5-Nov-09,1400,A
927709,422212,436736,3,5-Nov-09,1230,A
927709,422212,436736,3,5-Nov-09,1230,A
927709,422212,436736,3,5-Nov-09,1230,A
927709,422212,436736,3,5-Nov-09,1230,A
932609,432379,433665,2,5-Nov-09,1500,Unclassified
953209,432530,434887,2,5-Nov-09,1959,Unclassified
953209,432530,434887,2,5-Nov-09,1959,Unclassified
907209,425521,434273,2,6-Nov-09,2000,A
907209,425521,434273,2,6-Nov-09,2000,A
907209,425521,434273,2,6-Nov-09,2000,A
907909,430372,434047,1,6-Nov-09,537,A
907909,430372,434047,1,6-Nov-09,537,A
908509,429390,434941,2,6-Nov-09,830,A
910409,437528,433178,1,6-Nov-09,1930,A
910609,433010,437091,2,6-Nov-09,2022,Unclassified
910609,433010,437091,2,6-Nov-09,2022,Unclassified
916809,429651,432927,2,6-Nov-09,1720,Unclassified
917009,431167,434976,2,6-Nov-09,2350,Unclassified
922109,432921,425962,4,6-Nov-09,1725,Motorway
922109,432921,425962,4,6-Nov-09,1725,Motorway
922509,430794,424479,1,6-Nov-09,2300,Motorway
938609,430483,437059,1,6-Nov-09,1440,Unclassified
961109,428904,440776,1,6-Nov-09,330,Unclassified
961109,428904,440776,1,6-Nov-09,330,Unclassified
988209,429143,435247,3,6-Nov-09,840,A
988209,429143,435247,3,6-Nov-09,840,A
988209,429143,435247,3,6-Nov-09,840,A
913809,443265,432762,1,7-Nov-09,2115,Unclassified
914809,426289,435587,2,7-Nov-09,1640,B
914809,426289,435587,2,7-Nov-09,1640,B
916009,430895,427041,1,7-Nov-09,1615,A
918909,431208,431499,1,7-Nov-09,1405,Unclassified
927809,426127,435591,2,7-Nov-09,2000,B
936309,430964,440115,2,7-Nov-09,1235,A
915709,426182,433060,2,8-Nov-09,1520,B
915709,426182,433060,2,8-Nov-09,1520,B
919209,427570,436880,2,8-Nov-09,1535,A
923309,432269,426313,1,8-Nov-09,1445,Motorway
932109,434482,438257,2,8-Nov-09,1800,A
933109,420560,437108,1,8-Nov-09,1705,A
936009,427656,436650,2,8-Nov-09,2310,A
921909,437049,435614,2,9-Nov-09,1400,Unclassified
922609,429751,423980,1,9-Nov-09,1500,Unclassified
922609,429751,423980,1,9-Nov-09,1500,Unclassified
928009,430376,433494,1,9-Nov-09,1144,Unclassified
928109,427908,434076,2,9-Nov-09,915,Unclassified
935809,428047,432832,3,9-Nov-09,1705,Unclassified
935809,428047,432832,3,9-Nov-09,1705,Unclassified
932409,423847,434261,2,10-Nov-09,1830,Unclassified
935609,429586,434806,2,10-Nov-09,810,A
936609,424358,435306,1,10-Nov-09,1230,A
936609,424358,435306,1,10-Nov-09,1230,A
937809,435440,434941,1,10-Nov-09,2110,A
938009,428625,440691,2,10-Nov-09,1615,Unclassified
940009,428008,435411,1,10-Nov-09,1035,Unclassified
940009,428008,435411,1,10-Nov-09,1035,Unclassified
940009,428008,435411,1,10-Nov-09,1035,Unclassified
945109,428097,430025,2,10-Nov-09,1955,A
957809,431792,426347,3,10-Nov-09,1802,Motorway
957809,431792,426347,3,10-Nov-09,1802,Motorway
1014709,427595,436960,2,10-Nov-09,2250,Unclassified
933009,425961,434774,2,11-Nov-09,1445,Unclassified
937509,431791,432050,2,11-Nov-09,1320,Unclassified
937509,431791,432050,2,11-Nov-09,1320,Unclassified
937609,429325,431939,1,11-Nov-09,1613,Motorway
938109,432434,435790,1,11-Nov-09,1634,A
957409,423992,427979,4,11-Nov-09,1630,Motorway
935409,430066,433793,1,12-Nov-09,1850,Unclassified
938309,428616,427857,2,12-Nov-09,1625,A
940809,417636,443156,2,12-Nov-09,1330,Unclassified
940809,417636,443156,2,12-Nov-09,1330,Unclassified
947509,429579,439232,1,12-Nov-09,1647,Unclassified
1450709,420763,445685,1,12-Nov-09,1720,A
936209,426867,436006,3,13-Nov-09,850,Unclassified
936209,426867,436006,3,13-Nov-09,850,Unclassified
938209,429440,433447,1,13-Nov-09,1730,Unclassified
938409,430067,433797,1,13-Nov-09,2030,Unclassified
941009,439668,426126,2,13-Nov-09,2125,Unclassified
941009,439668,426126,2,13-Nov-09,2125,Unclassified
942009,428147,426239,3,13-Nov-09,1650,A
942609,430304,433064,2,13-Nov-09,1750,Unclassified
943409,429963,436654,3,13-Nov-09,805,A
945209,424750,434071,2,13-Nov-09,1000,A
959609,428907,435508,2,13-Nov-09,1905,A
965409,420289,445365,1,13-Nov-09,1811,Unclassified
1031809,428746,434431,1,13-Nov-09,2030,Unclassified
936909,419573,446274,1,14-Nov-09,1110,Unclassified
936909,419573,446274,1,14-Nov-09,1110,Unclassified
937209,427232,434728,2,14-Nov-09,1110,A
945309,425955,434938,1,14-Nov-09,1750,Unclassified
951609,432445,433798,1,14-Nov-09,1900,Unclassified
951809,440352,432326,2,14-Nov-09,2315,A
951809,440352,432326,2,14-Nov-09,2315,A
952109,432961,439237,2,14-Nov-09,1855,A
1095209,424178,434160,1,14-Nov-09,1730,Unclassified
944309,426331,433992,2,15-Nov-09,1525,A
951909,431085,434206,2,15-Nov-09,1430,Unclassified
952609,442412,434477,1,15-Nov-09,1217,Motorway
956309,433425,432957,1,15-Nov-09,1420,Unclassified
964309,426174,439074,1,15-Nov-09,500,Unclassified
964309,426174,439074,1,15-Nov-09,500,Unclassified
964309,426174,439074,1,15-Nov-09,500,Unclassified
1094209,422409,433339,1,15-Nov-09,1910,Unclassified
944009,425946,434671,2,16-Nov-09,1640,Unclassified
951409,431696,439625,2,16-Nov-09,1541,Unclassified
952209,425559,439862,1,16-Nov-09,825,Unclassified
957109,434011,439964,2,16-Nov-09,830,Unclassified
958809,430867,436261,2,16-Nov-09,1130,Unclassified
959209,429680,432126,4,16-Nov-09,908,Motorway
959209,429680,432126,4,16-Nov-09,908,Motorway
957209,427861,436236,1,17-Nov-09,1140,Unclassified
957609,434064,435140,3,17-Nov-09,836,Unclassified
957709,431528,434299,2,17-Nov-09,1352,Unclassified
960209,424479,438084,1,17-Nov-09,2012,Unclassified
961709,431419,434084,2,17-Nov-09,1722,Unclassified
961809,436184,434367,2,17-Nov-09,1935,A
961909,433793,433978,3,17-Nov-09,1510,Unclassified
962609,420385,434150,2,17-Nov-09,1637,B
967109,428695,434958,1,17-Nov-09,2310,Unclassified
970709,424950,427657,2,17-Nov-09,230,A
973409,432922,434301,1,17-Nov-09,1900,Unclassified
996409,442308,442928,2,17-Nov-09,1940,Unclassified
996409,442308,442928,2,17-Nov-09,1940,Unclassified
996909,432513,438022,2,17-Nov-09,2120,Unclassified
956809,427654,431071,2,18-Nov-09,1020,Motorway
957909,435490,433845,1,18-Nov-09,817,Unclassified
959809,433103,434037,2,18-Nov-09,1330,Unclassified
959909,433180,434013,1,18-Nov-09,741,A
967009,426328,438468,1,18-Nov-09,850,Unclassified
967509,428864,432340,2,18-Nov-09,2245,Unclassified
967509,428864,432340,2,18-Nov-09,2245,Unclassified
970609,433903,434111,2,18-Nov-09,1719,A
972909,431965,435830,1,18-Nov-09,1313,A
975509,425925,428303,2,18-Nov-09,1740,B
975609,432245,430944,2,18-Nov-09,1620,B
964609,429026,432290,2,19-Nov-09,1140,Unclassified
972109,440500,446308,4,19-Nov-09,630,A(M)
972109,440500,446308,4,19-Nov-09,630,A(M)
972509,430030,434055,1,19-Nov-09,1800,Unclassified
972609,430036,435546,2,19-Nov-09,1830,Unclassified
976309,429407,433914,2,19-Nov-09,1405,A(M)
967809,429486,437234,2,20-Nov-09,1350,Unclassified
967809,429486,437234,2,20-Nov-09,1350,Unclassified
971609,433031,437105,2,20-Nov-09,900,Unclassified
971809,431419,434080,2,20-Nov-09,1420,Unclassified
972809,434896,433450,2,20-Nov-09,2059,Unclassified
973509,424669,434438,2,20-Nov-09,1345,Unclassified
974809,431583,426811,2,20-Nov-09,1825,A
976009,430535,433293,2,20-Nov-09,1715,Unclassified
987209,422003,433104,2,20-Nov-09,1534,B
992609,427833,436514,2,20-Nov-09,1705,B
971109,428978,435454,1,21-Nov-09,1900,A
971109,428978,435454,1,21-Nov-09,1900,A
974309,431780,434630,1,21-Nov-09,1602,Unclassified
1000509,432395,434802,2,21-Nov-09,1517,Unclassified
971209,425946,434676,2,22-Nov-09,1555,Unclassified
976709,429408,433918,2,22-Nov-09,1410,Unclassified
976709,429408,433918,2,22-Nov-09,1410,Unclassified
976709,429408,433918,2,22-Nov-09,1410,Unclassified
976709,429408,433918,2,22-Nov-09,1410,Unclassified
980209,424980,426960,3,22-Nov-09,1735,Motorway
980209,424980,426960,3,22-Nov-09,1735,Motorway
977209,429288,428272,1,23-Nov-09,800,Unclassified
977509,432064,435960,2,23-Nov-09,1415,Unclassified
977809,429902,432406,2,23-Nov-09,145,A
979209,433474,434050,1,23-Nov-09,800,A
985909,430958,435777,2,23-Nov-09,1946,Unclassified
985909,430958,435777,2,23-Nov-09,1946,Unclassified
985909,430958,435777,2,23-Nov-09,1946,Unclassified
981509,424464,438596,2,24-Nov-09,1730,Unclassified
981909,425578,434240,1,24-Nov-09,1604,A
982509,429021,437502,2,24-Nov-09,915,B
986709,431364,428350,1,24-Nov-09,1620,Unclassified
988109,428717,435609,2,24-Nov-09,1200,A
992809,430559,435120,2,24-Nov-09,2230,A
1081909,440966,431360,1,24-Nov-09,1350,B
985609,431803,434276,1,25-Nov-09,1357,Unclassified
987109,430427,431051,1,25-Nov-09,1629,Motorway
987109,430427,431051,1,25-Nov-09,1629,Motorway
987809,424690,435265,2,25-Nov-09,1225,Unclassified
1010409,427894,432917,1,25-Nov-09,1915,Unclassified
1019409,429711,434546,3,25-Nov-09,1550,A
1051109,431960,438842,2,25-Nov-09,1208,Unclassified
982109,428840,433981,2,26-Nov-09,1205,Unclassified
988709,430221,434362,2,26-Nov-09,145,A
988709,430221,434362,2,26-Nov-09,145,A
993809,431879,435373,2,26-Nov-09,2245,Unclassified
993809,431879,435373,2,26-Nov-09,2245,Unclassified
1000709,431208,433709,2,26-Nov-09,1630,Unclassified
1014009,432752,434842,2,26-Nov-09,2050,Unclassified
1014009,432752,434842,2,26-Nov-09,2050,Unclassified
993209,426414,442200,3,27-Nov-09,918,A
993209,426414,442200,3,27-Nov-09,918,A
993209,426414,442200,3,27-Nov-09,918,A
998609,430067,433799,1,27-Nov-09,911,Unclassified
1004909,433722,436157,1,27-Nov-09,720,Unclassified
987909,421928,432687,1,28-Nov-09,1730,Unclassified
991409,427889,436208,1,28-Nov-09,1550,A
992909,430319,433900,1,28-Nov-09,1830,Unclassified
993009,438613,436370,1,28-Nov-09,1030,Unclassified
993009,438613,436370,1,28-Nov-09,1030,Unclassified
993009,438613,436370,1,28-Nov-09,1030,Unclassified
993009,438613,436370,1,28-Nov-09,1030,Unclassified
996709,443677,432746,1,28-Nov-09,1730,Unclassified
996709,443677,432746,1,28-Nov-09,1730,Unclassified
1058809,426839,441373,2,28-Nov-09,645,A
990009,431251,441108,1,29-Nov-09,647,A
993509,424958,430951,3,29-Nov-09,1705,A
997309,431969,437037,2,30-Nov-09,2040,Unclassified
1010909,427946,436112,2,30-Nov-09,1545,A
1011309,414118,442717,1,30-Nov-09,2200,Unclassified
996609,420180,445517,4,1-Dec-09,1000,Unclassified
998209,425584,443070,2,1-Dec-09,800,A
1001709,427080,429422,2,1-Dec-09,945,Unclassified
1004609,428934,425980,1,1-Dec-09,1411,A
1005509,425529,434172,1,1-Dec-09,755,Unclassified
1006609,430924,434844,1,1-Dec-09,1912,Unclassified
1007509,428597,427833,1,1-Dec-09,710,A
1009009,433293,436226,2,1-Dec-09,2145,A
1009109,435165,434869,1,1-Dec-09,1659,Unclassified
1009209,431518,429085,2,1-Dec-09,1750,Unclassified
1004309,429386,433470,2,2-Dec-09,1220,Unclassified
1004309,429386,433470,2,2-Dec-09,1220,Unclassified
1004309,429386,433470,2,2-Dec-09,1220,Unclassified
1005609,429920,436989,1,2-Dec-09,1625,A
1005709,432320,435080,2,2-Dec-09,1340,Unclassified
1008409,430160,433925,2,2-Dec-09,1640,Unclassified
1008709,432361,433692,2,2-Dec-09,1933,A
1008709,432361,433692,2,2-Dec-09,1933,A
1008709,432361,433692,2,2-Dec-09,1933,A
1008709,432361,433692,2,2-Dec-09,1933,A
1019009,428012,431093,2,2-Dec-09,1745,A
1022109,443074,440606,2,2-Dec-09,1500,A(M)
1025009,429779,430507,2,2-Dec-09,605,Unclassified
1006909,427410,434992,2,3-Dec-09,1245,Unclassified
1011009,423004,444618,1,3-Dec-09,1524,A
1012409,431725,433633,2,3-Dec-09,615,A
1012409,431725,433633,2,3-Dec-09,615,A
1022409,424784,432895,2,3-Dec-09,1130,Unclassified
1024709,427581,431052,2,3-Dec-09,510,A
1024709,427581,431052,2,3-Dec-09,510,A
1024809,432524,427549,2,3-Dec-09,2210,A
1024809,432524,427549,2,3-Dec-09,2210,A
1055209,419668,438602,1,3-Dec-09,150,A
1055209,419668,438602,1,3-Dec-09,150,A
1055209,419668,438602,1,3-Dec-09,150,A
1055209,419668,438602,1,3-Dec-09,150,A
1066309,431089,433338,1,3-Dec-09,1505,Unclassified
1066309,431089,433338,1,3-Dec-09,1505,Unclassified
1012909,431971,435839,2,4-Dec-09,735,A
1013309,443058,447463,2,4-Dec-09,920,Unclassified
1013309,443058,447463,2,4-Dec-09,920,Unclassified
1014509,434456,433702,2,4-Dec-09,1705,Unclassified
1014509,434456,433702,2,4-Dec-09,1705,Unclassified
1014809,435898,436416,1,4-Dec-09,1041,A
1016909,430379,433503,1,4-Dec-09,1126,Unclassified
1017509,435915,425857,2,4-Dec-09,1015,Motorway
1017509,435915,425857,2,4-Dec-09,1015,Motorway
1024409,423036,435904,2,4-Dec-09,1411,A
1015709,420842,434703,2,5-Dec-09,1030,A
1016409,429595,434699,1,5-Dec-09,1654,A
1016609,430774,433446,1,5-Dec-09,1250,A
1017009,430871,434252,2,5-Dec-09,730,A
1017009,430871,434252,2,5-Dec-09,730,A
1017009,430871,434252,2,5-Dec-09,730,A
1017409,424156,428205,2,5-Dec-09,2020,A
1017409,424156,428205,2,5-Dec-09,2020,A
1017409,424156,428205,2,5-Dec-09,2020,A
1023109,429354,434966,2,5-Dec-09,40,A
1024609,430085,431195,1,5-Dec-09,1732,A
1025209,425627,426883,1,5-Dec-09,100,A
1013409,431732,439022,2,6-Dec-09,1315,Unclassified
1019509,423894,428095,1,6-Dec-09,1140,Motorway
1020909,425498,435150,2,6-Dec-09,1855,Unclassified
1020909,425498,435150,2,6-Dec-09,1855,Unclassified
1020909,425498,435150,2,6-Dec-09,1855,Unclassified
1020909,425498,435150,2,6-Dec-09,1855,Unclassified
1020909,425498,435150,2,6-Dec-09,1855,Unclassified
1027209,435369,436555,1,6-Dec-09,1730,Unclassified
1047409,431480,428569,2,6-Dec-09,1155,Unclassified
1051909,430702,433603,2,6-Dec-09,230,A
1058309,427327,437199,2,6-Dec-09,2000,A
1025109,432072,431106,2,7-Dec-09,1750,A
1025509,431583,426814,2,7-Dec-09,1600,A
1025909,443630,436726,9,7-Dec-09,655,A(M)
1025909,443630,436726,9,7-Dec-09,655,A(M)
1025909,443630,436726,9,7-Dec-09,655,A(M)
1025909,443630,436726,9,7-Dec-09,655,A(M)
1026409,431086,433547,2,7-Dec-09,1520,A
1027009,430884,436397,3,7-Dec-09,1815,Unclassified
1027009,430884,436397,3,7-Dec-09,1815,Unclassified
1039409,427590,431029,2,8-Dec-09,700,Motorway
1048009,430445,424201,2,8-Dec-09,1725,Motorway
1110209,430172,438251,1,8-Dec-09,2045,A
1027309,429737,430547,1,9-Dec-09,750,A
1028709,425245,434985,2,9-Dec-09,720,Unclassified
1029209,430780,438443,2,9-Dec-09,1510,Unclassified
1031109,429819,426400,2,9-Dec-09,1515,Motorway
1033609,429920,426399,3,9-Dec-09,1625,Motorway
1033609,429920,426399,3,9-Dec-09,1625,Motorway
1034809,430253,433910,1,9-Dec-09,1837,Unclassified
1039609,431993,428408,2,9-Dec-09,944,Motorway
1045209,431493,433966,3,9-Dec-09,1553,Unclassified
1045209,431493,433966,3,9-Dec-09,1553,Unclassified
1045209,431493,433966,3,9-Dec-09,1553,Unclassified
1045209,431493,433966,3,9-Dec-09,1553,Unclassified
1045309,432213,435172,1,9-Dec-09,1900,B
1046009,429237,433166,2,9-Dec-09,745,Unclassified
1049209,441062,449169,2,9-Dec-09,1230,A
1049209,441062,449169,2,9-Dec-09,1230,A
1057709,425254,433565,1,9-Dec-09,1945,Unclassified
1060809,422641,435004,1,9-Dec-09,2301,Unclassified
1031609,428433,434999,2,10-Dec-09,1210,Unclassified
1046209,429635,433801,1,10-Dec-09,1215,Unclassified
1048209,434440,428265,1,10-Dec-09,2015,Unclassified
1049509,432243,429048,2,10-Dec-09,1725,Motorway
1049809,430876,434248,2,10-Dec-09,1600,A
1063809,436200,436852,1,10-Dec-09,1945,Unclassified
1033309,436066,436898,1,11-Dec-09,1230,Unclassified
1033409,427896,434623,1,11-Dec-09,1635,Unclassified
1037109,427552,426319,5,11-Dec-09,2025,Motorway
1038409,424780,434832,2,11-Dec-09,910,A
1042109,422667,432357,1,11-Dec-09,1004,Unclassified
1047109,430084,435429,1,11-Dec-09,1657,Unclassified
1053209,431983,435796,2,11-Dec-09,2200,B
1060209,441573,434639,14,11-Dec-09,1845,Motorway
1060209,441573,434639,14,11-Dec-09,1845,Motorway
1060209,441573,434639,14,11-Dec-09,1845,Motorway
1060209,441573,434639,14,11-Dec-09,1845,Motorway
1060209,441573,434639,14,11-Dec-09,1845,Motorway
1060209,441573,434639,14,11-Dec-09,1845,Motorway
1068409,432663,436931,1,11-Dec-09,1550,Unclassified
1068409,432663,436931,1,11-Dec-09,1550,Unclassified
1034709,426918,439555,3,12-Dec-09,1826,A
1034709,426918,439555,3,12-Dec-09,1826,A
1035209,430191,434345,2,12-Dec-09,1505,A(M)
1035209,430191,434345,2,12-Dec-09,1505,A(M)
1040809,426431,427675,1,12-Dec-09,1208,Unclassified
1041709,424948,436736,1,12-Dec-09,1756,A
1044909,430263,426183,2,12-Dec-09,30,Unclassified
1046509,434603,434479,1,12-Dec-09,1759,A
1052709,443314,438991,3,12-Dec-09,1333,A(M)
1052709,443314,438991,3,12-Dec-09,1333,A(M)
1059609,442973,434563,2,12-Dec-09,1428,Motorway
1059609,442973,434563,2,12-Dec-09,1428,Motorway
1065209,439677,448617,1,12-Dec-09,907,A
1039809,427806,425853,2,13-Dec-09,1605,A
1047009,430450,433359,1,13-Dec-09,300,Unclassified
1047009,430450,433359,1,13-Dec-09,300,Unclassified
1047809,438162,431743,2,13-Dec-09,1150,Unclassified
1047809,438162,431743,2,13-Dec-09,1150,Unclassified
1047809,438162,431743,2,13-Dec-09,1150,Unclassified
1047809,438162,431743,2,13-Dec-09,1150,Unclassified
1055109,430650,434661,2,13-Dec-09,1100,A
1058709,433105,433476,2,13-Dec-09,2100,Unclassified
1064009,436125,436914,1,13-Dec-09,2145,Unclassified
1451509,432596,428266,2,13-Dec-09,1815,A
1043709,427705,434717,2,14-Dec-09,2120,Unclassified
1043709,427705,434717,2,14-Dec-09,2120,Unclassified
1043709,427705,434717,2,14-Dec-09,2120,Unclassified
1043709,427705,434717,2,14-Dec-09,2120,Unclassified
1046109,440676,428783,2,14-Dec-09,140,Unclassified
1046609,428526,434276,2,14-Dec-09,1955,Unclassified
1046909,436362,434698,2,14-Dec-09,1105,Unclassified
1046909,436362,434698,2,14-Dec-09,1105,Unclassified
1051309,436154,434714,3,14-Dec-09,1755,A
1056009,429232,435447,2,14-Dec-09,1006,Unclassified
1063309,439063,439209,2,14-Dec-09,815,A
1065609,429740,433414,2,14-Dec-09,1800,Unclassified
1069109,424565,428027,1,14-Dec-09,1620,A
1059709,424579,435154,2,15-Dec-09,2130,A
1064709,436209,436845,3,15-Dec-09,1810,A
1067909,437321,429489,3,15-Dec-09,1520,A
1067909,437321,429489,3,15-Dec-09,1520,A
1055309,428808,433297,3,16-Dec-09,1215,A
1055309,428808,433297,3,16-Dec-09,1215,A
1058009,429102,432189,2,16-Dec-09,2130,Unclassified
1062009,427830,430580,1,16-Dec-09,1727,A
1068809,431180,434718,3,16-Dec-09,1250,Unclassified
1068809,431180,434718,3,16-Dec-09,1250,Unclassified
1068809,431180,434718,3,16-Dec-09,1250,Unclassified
1069009,431803,435827,2,16-Dec-09,1855,Unclassified
1069809,436577,435721,2,16-Dec-09,1220,Unclassified
1069809,436577,435721,2,16-Dec-09,1220,Unclassified
1082209,434643,437505,2,16-Dec-09,2031,A
1082209,434643,437505,2,16-Dec-09,2031,A
1082209,434643,437505,2,16-Dec-09,2031,A
1089409,427198,431818,2,16-Dec-09,800,A
1057809,429653,439140,1,17-Dec-09,1205,Unclassified
1063609,429907,432147,4,17-Dec-09,1715,Motorway
1063609,429907,432147,4,17-Dec-09,1715,Motorway
1066409,441484,430774,1,17-Dec-09,1155,Unclassified
1066509,429058,433891,2,17-Dec-09,1630,Unclassified
1083409,428381,432673,1,17-Dec-09,1640,Unclassified
1451609,427549,430500,1,17-Dec-09,1406,Unclassified
1049909,430214,435117,3,18-Dec-09,925,Unclassified
1057209,431300,429109,1,18-Dec-09,1840,Unclassified
1057609,424291,433955,1,18-Dec-09,1200,A
1057909,436513,428366,2,18-Dec-09,633,Unclassified
1059909,420799,436997,3,18-Dec-09,1210,Unclassified
1064109,431432,431600,2,18-Dec-09,1100,A
1064409,432701,434958,2,18-Dec-09,2245,Unclassified
1066209,431347,437166,2,18-Dec-09,850,Unclassified
1066209,431347,437166,2,18-Dec-09,850,Unclassified
1066609,429151,433513,1,18-Dec-09,1630,Unclassified
1067709,429280,433494,2,18-Dec-09,1740,Unclassified
1069409,432164,434821,2,18-Dec-09,1107,Unclassified
1069409,432164,434821,2,18-Dec-09,1107,Unclassified
1072809,426214,437739,2,18-Dec-09,1240,Unclassified
1072909,426131,427613,2,18-Dec-09,1205,B
1072909,426131,427613,2,18-Dec-09,1205,B
1074909,437613,425470,5,18-Dec-09,857,Motorway
1074909,437613,425470,5,18-Dec-09,857,Motorway
1074909,437613,425470,5,18-Dec-09,857,Motorway
1074909,437613,425470,5,18-Dec-09,857,Motorway
1061309,422872,439315,2,19-Dec-09,700,Unclassified
1061309,422872,439315,2,19-Dec-09,700,Unclassified
1067309,431165,434990,2,19-Dec-09,1530,A
1067309,431165,434990,2,19-Dec-09,1530,A
1067309,431165,434990,2,19-Dec-09,1530,A
1079909,440400,449273,2,20-Dec-09,1030,B
1071109,425546,435376,2,21-Dec-09,825,Unclassified
1071109,425546,435376,2,21-Dec-09,825,Unclassified
1073209,433700,425861,3,21-Dec-09,1730,Motorway
1073209,433700,425861,3,21-Dec-09,1730,Motorway
1073209,433700,425861,3,21-Dec-09,1730,Motorway
1073209,433700,425861,3,21-Dec-09,1730,Motorway
1073209,433700,425861,3,21-Dec-09,1730,Motorway
1074709,424081,428217,2,21-Dec-09,1000,A
1075309,430693,432923,2,21-Dec-09,1005,Unclassified
1079009,431640,435002,1,21-Dec-09,2130,Unclassified
1080509,429931,433585,1,21-Dec-09,1448,Unclassified
1083509,429559,431560,2,21-Dec-09,2245,Unclassified
1083509,429559,431560,2,21-Dec-09,2245,Unclassified
1079209,425220,434356,2,22-Dec-09,845,A
1085809,424594,428010,2,22-Dec-09,126,A
1086309,425171,437850,4,23-Dec-09,800,A
1091109,434990,436888,2,23-Dec-09,1425,Unclassified
1091109,434990,436888,2,23-Dec-09,1425,Unclassified
1093709,431332,434833,2,23-Dec-09,2050,Unclassified
1094709,423957,438251,1,23-Dec-09,1500,Unclassified
1086509,431983,430373,1,24-Dec-09,702,Motorway
1093509,441107,432024,1,24-Dec-09,1715,A
1094809,440749,434468,1,24-Dec-09,2346,Motorway
1095009,426135,437193,1,24-Dec-09,15,Unclassified
1106909,431007,439223,2,24-Dec-09,1630,A
1087009,432363,436360,2,25-Dec-09,1235,Unclassified
1087409,427609,429941,3,25-Dec-09,2020,Unclassified
1087409,427609,429941,3,25-Dec-09,2020,Unclassified
1087909,435143,428614,2,25-Dec-09,2015,Unclassified
1093909,436304,435058,3,25-Dec-09,2140,Unclassified
1104409,427309,430777,4,25-Dec-09,1320,Motorway
1104409,427309,430777,4,25-Dec-09,1320,Motorway
1104409,427309,430777,4,25-Dec-09,1320,Motorway
1104409,427309,430777,4,25-Dec-09,1320,Motorway
1104409,427309,430777,4,25-Dec-09,1320,Motorway
1104409,427309,430777,4,25-Dec-09,1320,Motorway
1104409,427309,430777,4,25-Dec-09,1320,Motorway
1104409,427309,430777,4,25-Dec-09,1320,Motorway
1083209,430688,433690,2,26-Dec-09,1345,A
1084809,428213,431202,2,26-Dec-09,1800,A
1094109,429320,436083,8,26-Dec-09,645,Unclassified
1092709,420266,434235,2,27-Dec-09,1415,A
1092709,420266,434235,2,27-Dec-09,1415,A
1098309,426143,437272,2,27-Dec-09,45,Unclassified
1098309,426143,437272,2,27-Dec-09,45,Unclassified
1082909,429798,431075,1,28-Dec-09,1600,Unclassified
1088509,431447,434162,1,28-Dec-09,700,Unclassified
1092509,425921,436242,1,28-Dec-09,2355,A
1092509,425921,436242,1,28-Dec-09,2355,A
1101409,431419,434085,2,28-Dec-09,1707,Unclassified
1110409,431875,435943,2,28-Dec-09,1715,B
1092409,423477,434036,2,29-Dec-09,2309,Unclassified
1092409,423477,434036,2,29-Dec-09,2309,Unclassified
1102709,429247,433845,2,29-Dec-09,2000,Unclassified
1097109,430513,433709,1,31-Dec-09,1320,Unclassified
1100409,441649,434613,4,31-Dec-09,639,Motorway
1101709,438554,433797,1,31-Dec-09,1139,Motorway
1103809,433646,435324,2,31-Dec-09,1914,Unclassified
1107309,425112,436680,2,31-Dec-09,1330,Unclassified
1107309,425112,436680,2,31-Dec-09,1330,Unclassified
