Reference Number,Easting,Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class
539909,430430,426479,2,3-Jul-09,1920,Motorway
539909,430430,426479,2,3-Jul-09,1920,Motorway
539909,430430,426479,2,3-Jul-09,1920,Motorway
541709,435915,425859,2,3-Jul-09,830,Motorway
577609,428795,433285,1,3-Jul-09,807,A
529909,424123,444005,2,4-Jul-09,1135,A
529909,424123,444005,2,4-Jul-09,1135,A
529909,424123,444005,2,4-Jul-09,1135,A
529909,424123,444005,2,4-Jul-09,1135,A
531209,424160,435104,1,4-Jul-09,750,Unclassified
532109,442192,434398,2,4-Jul-09,1315,A
532509,432324,434991,1,4-Jul-09,1720,B
532909,438760,430808,1,4-Jul-09,800,A
534009,431387,431640,2,4-Jul-09,1516,A
534009,431387,431640,2,4-Jul-09,1516,A
534009,431387,431640,2,4-Jul-09,1516,A
534009,431387,431640,2,4-Jul-09,1516,A
536809,425480,432865,2,4-Jul-09,630,A
538009,421796,435470,2,4-Jul-09,1150,B
546409,427835,434410,2,4-Jul-09,1207,A
585209,430759,435349,2,4-Jul-09,2140,Unclassified
531509,429705,432103,1,5-Jul-09,1853,Motorway
536209,429129,432126,1,5-Jul-09,1701,Unclassified
543209,424923,434763,1,5-Jul-09,1100,Unclassified
543209,424923,434763,1,5-Jul-09,1100,Unclassified
544809,429843,438855,2,5-Jul-09,1340,Unclassified
550609,424016,435856,3,5-Jul-09,2130,B
537909,422730,434047,4,6-Jul-09,1600,A
537909,422730,434047,4,6-Jul-09,1600,A
537909,422730,434047,4,6-Jul-09,1600,A
537909,422730,434047,4,6-Jul-09,1600,A
543109,428224,435779,2,6-Jul-09,1430,A
543609,429893,435206,2,6-Jul-09,1530,Unclassified
543709,429141,435248,2,6-Jul-09,1000,A
558809,437189,433452,2,6-Jul-09,1630,A
558809,437189,433452,2,6-Jul-09,1630,A
540809,425109,434167,1,7-Jul-09,110,Unclassified
540809,425109,434167,1,7-Jul-09,110,Unclassified
540809,425109,434167,1,7-Jul-09,110,Unclassified
544909,427713,436839,2,7-Jul-09,1525,Unclassified
547809,420467,434286,3,7-Jul-09,1814,A
548009,420228,439432,2,7-Jul-09,855,A
551009,433593,429745,2,7-Jul-09,1005,A
559109,421366,434997,1,7-Jul-09,1545,Unclassified
563009,427558,430395,2,7-Jul-09,1115,Unclassified
540309,426011,440080,1,8-Jul-09,739,Unclassified
544409,425239,439474,1,8-Jul-09,2350,Unclassified
545109,421081,441170,1,8-Jul-09,1305,Unclassified
552009,431403,438152,2,8-Jul-09,1035,Unclassified
554009,441080,449548,3,8-Jul-09,1002,A(M)
554009,441080,449548,3,8-Jul-09,1002,A(M)
554009,441080,449548,3,8-Jul-09,1002,A(M)
559309,427506,434573,2,8-Jul-09,1730,A
576609,421757,435237,1,8-Jul-09,1500,B
578009,442022,445378,1,8-Jul-09,1240,Unclassified
586909,427512,440625,2,8-Jul-09,2055,Unclassified
586909,427512,440625,2,8-Jul-09,2055,Unclassified
586909,427512,440625,2,8-Jul-09,2055,Unclassified
929009,446449,430805,1,8-Jul-09,753,A
549609,435846,436401,2,9-Jul-09,1655,A
550909,427882,430471,1,9-Jul-09,1620,A
551509,432525,433786,2,9-Jul-09,2300,A
552309,425922,427655,1,9-Jul-09,1520,Unclassified
568909,430093,431352,2,9-Jul-09,743,A
582409,430493,433454,2,9-Jul-09,1225,Unclassified
582409,430493,433454,2,9-Jul-09,1225,Unclassified
582409,430493,433454,2,9-Jul-09,1225,Unclassified
588109,428793,435573,2,9-Jul-09,1735,A
631709,426195,444706,2,9-Jul-09,545,A
550709,427387,433466,2,10-Jul-09,1840,Unclassified
552109,431896,433078,1,10-Jul-09,1945,Unclassified
552509,424103,428114,2,10-Jul-09,1330,A
552509,424103,428114,2,10-Jul-09,1330,A
564009,443294,435466,2,10-Jul-09,1540,B
564009,443294,435466,2,10-Jul-09,1540,B
585509,435051,434948,2,10-Jul-09,1700,Unclassified
585809,430464,435595,3,10-Jul-09,57,A
585809,430464,435595,3,10-Jul-09,57,A
615809,439580,432848,1,10-Jul-09,1805,Unclassified
552209,427793,425850,2,11-Jul-09,2117,A
552209,427793,425850,2,11-Jul-09,2117,A
552209,427793,425850,2,11-Jul-09,2117,A
552809,430067,433971,2,11-Jul-09,200,Unclassified
553909,430183,433754,1,11-Jul-09,1650,Unclassified
574409,424020,434108,2,11-Jul-09,2330,A
576309,440692,445795,2,11-Jul-09,1400,A
585709,433957,437102,3,11-Jul-09,1240,Unclassified
585709,433957,437102,3,11-Jul-09,1240,Unclassified
585709,433957,437102,3,11-Jul-09,1240,Unclassified
597609,428978,436378,2,11-Jul-09,1630,Unclassified
597609,428978,436378,2,11-Jul-09,1630,Unclassified
551709,433115,434022,2,12-Jul-09,845,A
551709,433115,434022,2,12-Jul-09,845,A
551709,433115,434022,2,12-Jul-09,845,A
551709,433115,434022,2,12-Jul-09,845,A
551709,433115,434022,2,12-Jul-09,845,A
551809,434977,438341,2,12-Jul-09,253,A
558409,430721,439028,2,12-Jul-09,1650,A
562709,422331,440438,1,12-Jul-09,1925,Unclassified
564309,425080,432427,1,12-Jul-09,1515,Unclassified
583209,431805,435386,2,12-Jul-09,1800,Unclassified
635609,424296,434761,2,12-Jul-09,40,Unclassified
635609,424296,434761,2,12-Jul-09,40,Unclassified
551609,426780,428665,2,13-Jul-09,1205,Unclassified
551609,426780,428665,2,13-Jul-09,1205,Unclassified
559209,441195,432176,1,13-Jul-09,745,Unclassified
559609,428637,432937,1,13-Jul-09,1920,A
562209,423287,434644,2,13-Jul-09,1535,Unclassified
564409,442049,430619,1,13-Jul-09,1250,Unclassified
564909,420931,434417,2,13-Jul-09,1310,A
568809,424236,428165,2,13-Jul-09,1440,A
587409,430785,425568,2,13-Jul-09,1500,Unclassified
558909,424527,437057,2,14-Jul-09,705,A
560109,428416,432513,2,14-Jul-09,713,A
563909,428133,431161,2,14-Jul-09,905,A
564109,431906,435743,2,14-Jul-09,1308,A
567409,431851,440389,1,14-Jul-09,2005,Unclassified
567409,431851,440389,1,14-Jul-09,2005,Unclassified
715109,426908,435448,2,14-Jul-09,930,Unclassified
715109,426908,435448,2,14-Jul-09,930,Unclassified
564209,430000,432558,2,15-Jul-09,812,A
564509,428340,427000,1,15-Jul-09,906,A
564609,425961,434759,2,15-Jul-09,910,Unclassified
565809,431323,434057,1,15-Jul-09,845,Unclassified
570909,427398,431910,1,15-Jul-09,1015,Unclassified
571909,421770,435275,1,15-Jul-09,1630,B
585609,441383,430932,2,15-Jul-09,1400,B
587209,428083,433566,2,15-Jul-09,1630,A
588909,443225,439658,1,15-Jul-09,8,A(M)
588909,443225,439658,1,15-Jul-09,8,A(M)
591109,430747,439243,2,15-Jul-09,1715,A
596809,438949,431554,2,15-Jul-09,1925,A
596809,438949,431554,2,15-Jul-09,1925,A
570009,430397,433717,1,16-Jul-09,1850,Unclassified
571309,436155,434847,2,16-Jul-09,1330,A
571309,436155,434847,2,16-Jul-09,1330,A
577709,426379,435438,2,16-Jul-09,740,A
580209,426819,437997,2,16-Jul-09,1600,A
585909,432223,435153,2,16-Jul-09,2140,B
585909,432223,435153,2,16-Jul-09,2140,B
585909,432223,435153,2,16-Jul-09,2140,B
589309,441739,430216,1,16-Jul-09,1315,B
572409,422605,442734,2,17-Jul-09,1725,A
572409,422605,442734,2,17-Jul-09,1725,A
572909,427572,436875,2,17-Jul-09,1534,A
572909,427572,436875,2,17-Jul-09,1534,A
572909,427572,436875,2,17-Jul-09,1534,A
575309,434257,430107,2,17-Jul-09,620,Motorway
576209,429189,431917,2,17-Jul-09,1240,Unclassified
577509,428805,433293,2,17-Jul-09,1540,A
577809,422012,432439,2,17-Jul-09,1530,Unclassified
577809,422012,432439,2,17-Jul-09,1530,Unclassified
579209,428505,432641,2,17-Jul-09,1825,A
580609,427934,426300,2,17-Jul-09,1528,A
584709,441092,448810,2,17-Jul-09,810,B
572509,430418,433734,2,18-Jul-09,525,Unclassified
573209,428519,434663,1,18-Jul-09,1710,Unclassified
575609,432068,430295,1,18-Jul-09,400,Motorway
575909,426351,433090,2,18-Jul-09,1315,B
577909,429196,438570,2,18-Jul-09,1315,A
578309,424684,435039,1,18-Jul-09,1153,Unclassified
581109,430332,433894,1,18-Jul-09,2307,Unclassified
582509,430884,436034,2,18-Jul-09,2042,Unclassified
582509,430884,436034,2,18-Jul-09,2042,Unclassified
582809,439541,430544,2,18-Jul-09,1200,Unclassified
582809,439541,430544,2,18-Jul-09,1200,Unclassified
588609,430551,433449,2,18-Jul-09,2225,Unclassified
581209,430804,433458,1,19-Jul-09,34,Unclassified
582309,423623,428311,2,19-Jul-09,1045,B
582309,423623,428311,2,19-Jul-09,1045,B
582909,430858,435557,2,19-Jul-09,1752,Unclassified
617709,430495,434004,1,19-Jul-09,1600,Unclassified
582609,429325,435001,1,20-Jul-09,1525,A
583009,422131,433789,2,20-Jul-09,1930,Unclassified
586809,428456,429063,2,20-Jul-09,1400,A
586809,428456,429063,2,20-Jul-09,1400,A
588709,426152,437183,1,20-Jul-09,1200,Unclassified
590209,430908,436542,2,20-Jul-09,1025,B
597409,419795,441274,2,20-Jul-09,1200,A
597709,423129,437611,2,20-Jul-09,704,A
600609,424575,435147,1,20-Jul-09,1230,Unclassified
586209,429589,439247,1,21-Jul-09,1143,Unclassified
590609,432536,433386,2,21-Jul-09,2145,Unclassified
590609,432536,433386,2,21-Jul-09,2145,Unclassified
590609,432536,433386,2,21-Jul-09,2145,Unclassified
591009,429652,430876,2,21-Jul-09,1340,Unclassified
591509,430678,434559,3,21-Jul-09,1325,Unclassified
591609,430052,432457,1,21-Jul-09,2308,A
604209,420832,439676,2,21-Jul-09,1430,A
604209,420832,439676,2,21-Jul-09,1430,A
607909,430850,424405,2,21-Jul-09,1729,A
589609,426657,441784,1,22-Jul-09,1100,A
589609,426657,441784,1,22-Jul-09,1100,A
589909,430691,425704,2,22-Jul-09,1630,Unclassified
591309,426921,439572,1,22-Jul-09,1728,A
593209,433112,434012,1,22-Jul-09,1536,A
594409,430684,434966,2,22-Jul-09,715,A
595109,426861,438040,2,22-Jul-09,1415,A
608409,430515,428118,2,22-Jul-09,1855,Unclassified
611609,431606,436165,2,22-Jul-09,2200,Unclassified
597209,431360,435236,2,23-Jul-09,1900,Unclassified
597209,431360,435236,2,23-Jul-09,1900,Unclassified
597209,431360,435236,2,23-Jul-09,1900,Unclassified
597909,429086,431240,2,23-Jul-09,1030,Unclassified
595209,432223,439381,2,24-Jul-09,1745,A
596009,423750,438006,2,24-Jul-09,1415,Unclassified
600709,442939,445671,1,24-Jul-09,1420,A
600909,429959,433217,2,24-Jul-09,1557,Unclassified
600909,429959,433217,2,24-Jul-09,1557,Unclassified
601009,430094,431351,1,24-Jul-09,1320,A
601109,428367,432497,2,24-Jul-09,2336,A
604009,428839,434632,3,24-Jul-09,1620,Unclassified
604009,428839,434632,3,24-Jul-09,1620,Unclassified
604009,428839,434632,3,24-Jul-09,1620,Unclassified
605209,430076,431167,1,24-Jul-09,1315,A
675709,435926,436148,1,24-Jul-09,1915,Unclassified
595909,430028,438533,2,25-Jul-09,2255,Unclassified
598809,429996,438579,1,25-Jul-09,1235,B
598909,430089,431262,1,25-Jul-09,1200,A
599009,432960,439235,2,25-Jul-09,2010,A
602509,428960,435470,2,25-Jul-09,2240,A
602509,428960,435470,2,25-Jul-09,2240,A
606409,421510,434645,5,25-Jul-09,2355,B
612209,430603,435385,1,25-Jul-09,1958,Unclassified
595509,424888,427728,2,26-Jul-09,1007,A
599509,436261,434182,3,26-Jul-09,1820,Unclassified
600509,430079,431176,1,26-Jul-09,230,A
604509,430881,436221,1,26-Jul-09,1709,Unclassified
606909,431886,435648,2,26-Jul-09,1910,Unclassified
599209,426035,436453,2,27-Jul-09,1203,Unclassified
603109,428476,444991,1,27-Jul-09,1327,A
606009,431233,445742,2,27-Jul-09,1655,A
606009,431233,445742,2,27-Jul-09,1655,A
606009,431233,445742,2,27-Jul-09,1655,A
619409,429526,440822,2,27-Jul-09,1420,Unclassified
621509,440027,432377,2,27-Jul-09,725,A
612909,427870,434637,3,28-Jul-09,820,Unclassified
619509,425474,434287,2,28-Jul-09,1030,A
627809,420188,441782,4,28-Jul-09,1950,Unclassified
627809,420188,441782,4,28-Jul-09,1950,Unclassified
627809,420188,441782,4,28-Jul-09,1950,Unclassified
616609,429567,430336,5,29-Jul-09,1642,A
616609,429567,430336,5,29-Jul-09,1642,A
621709,431402,435025,2,29-Jul-09,940,Unclassified
621709,431402,435025,2,29-Jul-09,940,Unclassified
630509,427926,435963,2,29-Jul-09,2045,Unclassified
675509,430662,434301,3,29-Jul-09,1330,Unclassified
706709,431985,435569,2,29-Jul-09,1830,Unclassified
613509,420700,441259,1,30-Jul-09,1312,Unclassified
616109,424811,434789,1,30-Jul-09,1445,A
618309,430015,434097,1,30-Jul-09,1425,Unclassified
621309,440553,426187,1,30-Jul-09,800,A
623109,426826,426665,2,30-Jul-09,1900,A
623609,431294,436318,1,30-Jul-09,700,B
670809,423864,435749,2,30-Jul-09,740,Unclassified
612509,422593,434013,3,31-Jul-09,2145,A
613409,430074,433914,1,31-Jul-09,1328,Unclassified
617009,426977,439876,2,31-Jul-09,1330,A
617209,425437,434298,1,31-Jul-09,1215,A
617409,429719,433418,1,31-Jul-09,1255,Unclassified
619309,427489,438602,1,31-Jul-09,2340,A
619309,427489,438602,1,31-Jul-09,2340,A
620809,430801,433247,2,31-Jul-09,1405,A
621609,431899,435719,3,31-Jul-09,1400,A
622009,430441,436613,2,31-Jul-09,1620,B
622109,421017,441081,1,31-Jul-09,930,Unclassified
623509,436498,434148,3,31-Jul-09,1250,Unclassified
623809,440489,449150,1,31-Jul-09,1000,B
635709,429930,432980,2,31-Jul-09,2345,Unclassified
614409,418383,442335,1,1-Aug-09,915,A
620309,442081,434443,1,1-Aug-09,1940,A
620309,442081,434443,1,1-Aug-09,1940,A
622409,430438,433954,2,1-Aug-09,2150,Unclassified
622409,430438,433954,2,1-Aug-09,2150,Unclassified
622409,430438,433954,2,1-Aug-09,2150,Unclassified
622409,430438,433954,2,1-Aug-09,2150,Unclassified
622409,430438,433954,2,1-Aug-09,2150,Unclassified
622609,438355,445522,2,1-Aug-09,1140,A
640609,427559,434480,2,1-Aug-09,1625,Unclassified
640809,430106,431626,3,1-Aug-09,1615,A
640809,430106,431626,3,1-Aug-09,1615,A
640809,430106,431626,3,1-Aug-09,1615,A
640809,430106,431626,3,1-Aug-09,1615,A
619009,421347,440477,3,2-Aug-09,1315,A
621109,421046,434642,2,2-Aug-09,1440,Unclassified
623309,430386,433888,1,2-Aug-09,210,Unclassified
624309,428014,434343,2,2-Aug-09,2155,A
625009,420608,433787,1,2-Aug-09,1530,B
625009,420608,433787,1,2-Aug-09,1530,B
627509,432024,435868,2,2-Aug-09,2000,A
631109,439026,436251,2,2-Aug-09,1003,Unclassified
631109,439026,436251,2,2-Aug-09,1003,Unclassified
635209,426165,434053,2,2-Aug-09,1409,A
629309,433444,434037,2,3-Aug-09,1400,A
629309,433444,434037,2,3-Aug-09,1400,A
635309,430898,436548,2,3-Aug-09,755,B
637309,430075,433856,3,3-Aug-09,1440,Unclassified
650909,419680,441794,2,3-Aug-09,1925,Unclassified
650909,419680,441794,2,3-Aug-09,1925,Unclassified
688709,431894,434763,1,3-Aug-09,314,Unclassified
688709,431894,434763,1,3-Aug-09,314,Unclassified
688709,431894,434763,1,3-Aug-09,314,Unclassified
688709,431894,434763,1,3-Aug-09,314,Unclassified
625909,422265,433371,1,4-Aug-09,1550,Unclassified
629509,431743,431415,2,4-Aug-09,1145,A
629509,431743,431415,2,4-Aug-09,1145,A
629609,432723,438295,2,4-Aug-09,1705,Unclassified
630109,430330,434730,1,4-Aug-09,1840,Unclassified
630409,435000,438396,2,4-Aug-09,1600,A
630409,435000,438396,2,4-Aug-09,1600,A
631609,430371,433484,1,4-Aug-09,1505,Unclassified
632109,431872,425419,2,4-Aug-09,820,Motorway
633809,431473,435106,2,4-Aug-09,1623,Unclassified
642909,428469,435181,1,4-Aug-09,1610,Unclassified
650209,435911,425852,2,4-Aug-09,1205,Motorway
650209,435911,425852,2,4-Aug-09,1205,Motorway
650209,435911,425852,2,4-Aug-09,1205,Motorway
629709,420298,434250,2,5-Aug-09,1605,A
632509,431302,429055,2,5-Aug-09,826,Unclassified
632609,431886,426437,1,5-Aug-09,1510,B
633209,430077,433880,1,5-Aug-09,1400,Unclassified
638809,432723,438298,2,5-Aug-09,2030,Unclassified
649209,430446,433718,2,5-Aug-09,806,Unclassified
649509,424779,428807,1,5-Aug-09,2220,A
658509,429699,432171,1,5-Aug-09,1700,Unclassified
634709,430177,432167,1,6-Aug-09,1455,A
634809,436941,425907,3,6-Aug-09,1440,Motorway
634809,436941,425907,3,6-Aug-09,1440,Motorway
635409,436430,434699,1,6-Aug-09,1326,Unclassified
635809,437104,436084,1,6-Aug-09,1730,Unclassified
640009,431233,434793,2,6-Aug-09,2040,Unclassified
640009,431233,434793,2,6-Aug-09,2040,Unclassified
641209,426123,434307,2,6-Aug-09,1150,Unclassified
645109,428350,432436,2,6-Aug-09,1440,A
645109,428350,432436,2,6-Aug-09,1440,A
648609,431903,434860,1,6-Aug-09,1635,Unclassified
636309,432859,435377,1,7-Aug-09,1400,Unclassified
643309,428307,431249,2,7-Aug-09,1518,A
644109,426373,438054,2,7-Aug-09,1830,Unclassified
644109,426373,438054,2,7-Aug-09,1830,Unclassified
663609,427303,433355,2,7-Aug-09,1820,Unclassified
641609,439794,436996,1,8-Aug-09,2038,Unclassified
641909,436223,434265,2,8-Aug-09,715,Unclassified
641909,436223,434265,2,8-Aug-09,715,Unclassified
645709,431371,435302,2,8-Aug-09,1345,Unclassified
645709,431371,435302,2,8-Aug-09,1345,Unclassified
645709,431371,435302,2,8-Aug-09,1345,Unclassified
645709,431371,435302,2,8-Aug-09,1345,Unclassified
659609,426150,435588,2,8-Aug-09,1845,B
659709,423302,434732,2,8-Aug-09,1730,Unclassified
639109,430209,434002,2,9-Aug-09,814,Unclassified
646609,430998,435793,2,9-Aug-09,1805,Unclassified
646609,430998,435793,2,9-Aug-09,1805,Unclassified
652409,434609,425872,2,9-Aug-09,840,Motorway
662109,421421,439478,1,9-Aug-09,1705,Unclassified
664309,428626,436892,2,9-Aug-09,2234,Unclassified
664309,428626,436892,2,9-Aug-09,2234,Unclassified
664309,428626,436892,2,9-Aug-09,2234,Unclassified
675809,424526,437054,2,9-Aug-09,608,A
675809,424526,437054,2,9-Aug-09,608,A
676109,420643,444854,1,9-Aug-09,140,Unclassified
688509,431805,433131,2,9-Aug-09,33,Unclassified
638509,423921,428209,2,10-Aug-09,635,A
638509,423921,428209,2,10-Aug-09,635,A
643809,427757,427915,1,10-Aug-09,940,B
644409,435227,434811,1,10-Aug-09,1724,A
644709,425646,435559,1,10-Aug-09,2015,Unclassified
646509,425105,432925,1,10-Aug-09,1920,Unclassified
648109,426114,438127,2,10-Aug-09,1020,A
648109,426114,438127,2,10-Aug-09,1020,A
648109,426114,438127,2,10-Aug-09,1020,A
654709,429902,437011,1,10-Aug-09,1330,Unclassified
657309,425142,437856,1,10-Aug-09,1730,A
658909,431883,435313,2,10-Aug-09,1220,Unclassified
658909,431883,435313,2,10-Aug-09,1220,Unclassified
664109,425706,433934,1,10-Aug-09,900,Unclassified
649009,427826,436514,2,11-Aug-09,1715,B
650609,422716,432255,2,11-Aug-09,1800,Unclassified
664409,425062,433369,2,11-Aug-09,1400,B
683309,428596,431112,2,11-Aug-09,1622,Unclassified
647409,421692,435045,1,12-Aug-09,1210,B
648209,429360,434958,1,12-Aug-09,15,A
648309,430294,433744,1,12-Aug-09,1210,Unclassified
648309,430294,433744,1,12-Aug-09,1210,Unclassified
650009,422199,435904,1,12-Aug-09,2135,Unclassified
656309,420846,441150,2,12-Aug-09,1735,Unclassified
656709,426837,437898,2,12-Aug-09,1316,A
657109,420312,441603,1,12-Aug-09,1850,Unclassified
660509,443079,444314,1,12-Aug-09,1220,Unclassified
667109,425715,435158,2,12-Aug-09,1810,Unclassified
649409,423294,434417,2,13-Aug-09,1034,Unclassified
649409,423294,434417,2,13-Aug-09,1034,Unclassified
649409,423294,434417,2,13-Aug-09,1034,Unclassified
649409,423294,434417,2,13-Aug-09,1034,Unclassified
649409,423294,434417,2,13-Aug-09,1034,Unclassified
653309,430765,438785,1,13-Aug-09,1532,Unclassified
655409,424175,429357,1,13-Aug-09,1105,B
655509,422273,433393,1,13-Aug-09,1715,B
656509,434151,433874,3,13-Aug-09,940,Unclassified
656809,436163,434744,1,13-Aug-09,1215,A
657809,427945,436113,2,13-Aug-09,1600,A
658109,421550,439245,2,13-Aug-09,1630,Unclassified
663909,428436,428703,2,13-Aug-09,1620,A
686909,430130,437782,2,13-Aug-09,1610,A
653909,422546,435457,1,14-Aug-09,1144,Unclassified
661809,425800,426834,2,14-Aug-09,2155,A
663409,432205,435332,1,14-Aug-09,1630,Unclassified
670309,443638,437509,3,14-Aug-09,1412,A(M)
670309,443638,437509,3,14-Aug-09,1412,A(M)
656109,433537,429825,2,15-Aug-09,720,A
661909,429563,433443,2,15-Aug-09,340,Unclassified
664209,434658,445065,2,15-Aug-09,1510,A
668609,425018,433160,2,15-Aug-09,2020,A
657609,430850,439706,1,16-Aug-09,2243,A
657609,430850,439706,1,16-Aug-09,2243,A
662309,430557,427017,1,16-Aug-09,1340,A
672609,429079,435311,1,16-Aug-09,1245,A
666809,427782,430733,3,17-Aug-09,1535,A
667309,422231,433553,2,17-Aug-09,1900,B
667309,422231,433553,2,17-Aug-09,1900,B
671609,429454,430118,3,17-Aug-09,435,Unclassified
667209,431738,431420,2,18-Aug-09,846,A
672109,422263,433369,1,18-Aug-09,1000,Unclassified
675609,419653,444914,2,18-Aug-09,800,Unclassified
676609,427433,433442,2,18-Aug-09,2030,Unclassified
672409,428860,433945,2,19-Aug-09,1710,Unclassified
674809,430496,437098,2,19-Aug-09,2155,Unclassified
674809,430496,437098,2,19-Aug-09,2155,Unclassified
675009,430479,430705,2,19-Aug-09,2214,Motorway
675009,430479,430705,2,19-Aug-09,2214,Motorway
675009,430479,430705,2,19-Aug-09,2214,Motorway
676409,431444,433162,1,19-Aug-09,1305,Unclassified
674309,433771,429576,2,20-Aug-09,1940,A
674309,433771,429576,2,20-Aug-09,1940,A
674309,433771,429576,2,20-Aug-09,1940,A
674309,433771,429576,2,20-Aug-09,1940,A
676209,428487,431652,3,20-Aug-09,1420,Motorway
676209,428487,431652,3,20-Aug-09,1420,Motorway
676509,423384,434283,1,20-Aug-09,1220,A
676509,423384,434283,1,20-Aug-09,1220,A
676809,425548,435261,2,20-Aug-09,1435,Unclassified
673809,425956,436228,1,21-Aug-09,2220,A
674209,427028,426088,1,21-Aug-09,1200,Motorway
674209,427028,426088,1,21-Aug-09,1200,Motorway
674209,427028,426088,1,21-Aug-09,1200,Motorway
674209,427028,426088,1,21-Aug-09,1200,Motorway
674209,427028,426088,1,21-Aug-09,1200,Motorway
674209,427028,426088,1,21-Aug-09,1200,Motorway
674209,427028,426088,1,21-Aug-09,1200,Motorway
674209,427028,426088,1,21-Aug-09,1200,Motorway
676009,425036,433151,2,21-Aug-09,1530,A
677609,426172,427422,2,21-Aug-09,1710,B
679009,430347,425088,2,21-Aug-09,840,A
680609,429444,437310,2,21-Aug-09,1945,Unclassified
680609,429444,437310,2,21-Aug-09,1945,Unclassified
680609,429444,437310,2,21-Aug-09,1945,Unclassified
677509,431409,433473,2,22-Aug-09,1718,Unclassified
677809,428719,437082,2,22-Aug-09,1124,B
679909,433538,434568,1,22-Aug-09,1820,Unclassified
679909,433538,434568,1,22-Aug-09,1820,Unclassified
680909,427712,436523,2,22-Aug-09,1045,A
682109,428106,426257,2,22-Aug-09,2200,A
691009,436174,434682,1,22-Aug-09,1302,A
704609,435965,433878,2,22-Aug-09,1905,Unclassified
704609,435965,433878,2,22-Aug-09,1905,Unclassified
707609,431458,430308,2,22-Aug-09,1400,Unclassified
688209,434117,435130,2,23-Aug-09,2015,Unclassified
680309,423450,437607,1,24-Aug-09,1455,A
682409,428583,430764,1,24-Aug-09,1400,Unclassified
683609,428556,427767,1,24-Aug-09,1835,A
687809,442153,434446,2,24-Aug-09,1750,A
688009,421538,428486,2,24-Aug-09,2045,A
688009,421538,428486,2,24-Aug-09,2045,A
692309,428435,428730,2,24-Aug-09,1615,A
712809,430336,433278,2,24-Aug-09,1845,Unclassified
686709,433919,442115,2,25-Aug-09,2125,Unclassified
686709,433919,442115,2,25-Aug-09,2125,Unclassified
687909,430754,433456,2,25-Aug-09,1610,Unclassified
687909,430754,433456,2,25-Aug-09,1610,Unclassified
688809,430213,433393,1,25-Aug-09,1330,Unclassified
690509,431891,433592,1,25-Aug-09,1400,A
693409,432139,435818,2,25-Aug-09,1545,A
716809,435203,437597,3,25-Aug-09,1813,A
722709,428937,425981,2,25-Aug-09,1830,A
722709,428937,425981,2,25-Aug-09,1830,A
722709,428937,425981,2,25-Aug-09,1830,A
728009,431971,437043,2,25-Aug-09,2145,Unclassified
728009,431971,437043,2,25-Aug-09,2145,Unclassified
728009,431971,437043,2,25-Aug-09,2145,Unclassified
728009,431971,437043,2,25-Aug-09,2145,Unclassified
685009,429825,434375,1,26-Aug-09,25,A
686409,430095,433239,1,26-Aug-09,100,Unclassified
691209,430112,432156,2,26-Aug-09,1318,A
695009,429415,433924,3,26-Aug-09,1015,A(M)
695009,429415,433924,3,26-Aug-09,1015,A(M)
695009,429415,433924,3,26-Aug-09,1015,A(M)
696909,434802,434618,2,26-Aug-09,1215,A
690009,431040,431363,1,27-Aug-09,1300,Unclassified
693609,428947,433425,2,27-Aug-09,1810,A
693609,428947,433425,2,27-Aug-09,1810,A
694609,432434,435048,2,27-Aug-09,1600,Unclassified
694609,432434,435048,2,27-Aug-09,1600,Unclassified
695909,425623,434244,1,27-Aug-09,1733,A
705009,428891,436610,2,27-Aug-09,1255,B
705009,428891,436610,2,27-Aug-09,1255,B
705009,428891,436610,2,27-Aug-09,1255,B
776209,430403,433663,1,27-Aug-09,1221,Unclassified
692709,432509,433777,1,28-Aug-09,950,A
697609,420215,445630,1,28-Aug-09,1223,B
698609,431470,435114,2,28-Aug-09,2355,A
698609,431470,435114,2,28-Aug-09,2355,A
699109,436707,428859,3,28-Aug-09,1128,Unclassified
699109,436707,428859,3,28-Aug-09,1128,Unclassified
700609,437395,433336,1,28-Aug-09,1232,A
700809,425906,428590,2,28-Aug-09,1915,Unclassified
704309,430803,435337,2,28-Aug-09,1835,Unclassified
704309,430803,435337,2,28-Aug-09,1835,Unclassified
720809,422300,433565,1,28-Aug-09,1715,Unclassified
761909,433343,436231,2,28-Aug-09,1200,A
670609,436120,435484,2,29-Aug-09,1740,A
701609,431773,431394,1,29-Aug-09,1035,A
704709,431502,435090,2,29-Aug-09,2110,Unclassified
704709,431502,435090,2,29-Aug-09,2110,Unclassified
704709,431502,435090,2,29-Aug-09,2110,Unclassified
705109,429184,433622,1,29-Aug-09,334,A(M)
707809,435289,434829,2,29-Aug-09,602,A
713709,437244,429424,3,29-Aug-09,1110,A
713709,437244,429424,3,29-Aug-09,1110,A
713709,437244,429424,3,29-Aug-09,1110,A
713709,437244,429424,3,29-Aug-09,1110,A
713709,437244,429424,3,29-Aug-09,1110,A
722909,426385,435884,2,29-Aug-09,1730,Unclassified
701209,442592,434484,2,30-Aug-09,157,Motorway
701509,421033,440020,2,30-Aug-09,325,B
701509,421033,440020,2,30-Aug-09,325,B
707309,431013,430768,2,30-Aug-09,1920,Unclassified
704409,433983,433654,3,31-Aug-09,315,Unclassified
704409,433983,433654,3,31-Aug-09,315,Unclassified
704809,437516,433239,2,31-Aug-09,2120,A
